route_a,a_route_short_name,a_route_long_name,route_b,b_route_short_name,b_route_long_name,overlap_metric,overlap_value,shared_stops,route_a_stops,route_b_stops
LTFRB_PUJ1472,,Monumento - Paco (Obando) via M.H. del Pilar,LTFRB_PUJ2526,,Malabon Paco (Obando),jaccard,0.7962962962962963,43,54,43
LTFRB_PUB1015,,Ayala Grotto (SJDM) via Leveriza,LTFRB_PUB1043,,Domestic Grotto via EDSA,jaccard,0.7962962962962963,129,138,153
LTFRB_PUB1030,,Baclaran Malabon (Letre) via EDSA,LTFRB_PUB1034,,Baclaran Monumento via EDSA,jaccard,0.7961165048543689,82,98,87
LTFRB_PUJ1552,,Proj. 2 & 3 - T. M. Kalaw via E. Rodriguez,LTFRB_PUJ2099,,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,jaccard,0.7959183673469388,39,48,40
LTFRB_PUJ1484,,"Murphy - North Harbor via Divisoria, Sta. Mesa",LTFRB_PUJ1485,,"Murphy - North Harbor via Divisoria, Sta. Mesa",jaccard,0.7954545454545454,35,41,38
LTFRB_PUJ1116,,Bagong Silang - Novaliches (TP) via Susano,LTFRB_PUJ1697,,NOVALICHES-BAGONG SILANG KANAN PH9,jaccard,0.7954545454545454,35,39,40
LTFRB_PUJ1334,,Espana Rotonda - Proj. 2 & 3 via Timog,LTFRB_PUJ1335,,Espana Rotonda - Proj. 2 & 3 via Timog,jaccard,0.7954545454545454,35,38,41
LTFRB_PUJ1048,,Antipolo - EDSA/Shaw Blvd.,LTFRB_PUJ1050,,Antipolo - JRC Ortigas/Shaw,jaccard,0.7951807228915663,66,70,79
LTFRB_PUJ1910,,MALINTA - STA MARIA,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7948717948717948,62,77,63
LTFRB_PUJ1910,,MALINTA - STA MARIA,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7948717948717948,62,77,63
LTFRB_PUJ1437,,Malinta - Sta. Maria via McArthur Hi-way,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7948717948717948,62,77,63
LTFRB_PUJ1437,,Malinta - Sta. Maria via McArthur Hi-way,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7948717948717948,62,77,63
LTFRB_PUB1139,,"Bagong Silang - NAIA via Maligaya Park, EDSA",LTFRB_PUB1161,,Lagro - NAIA via Fairview,jaccard,0.7947019867549668,120,149,122
LTFRB_PUJ1545,,Pier South - Proj. 8 via Quezon Ave.,LTFRB_PUJ2098,,ARROCEROS - PROJ 8 via ESPANA,jaccard,0.7945205479452054,58,72,59
LTFRB_PUJ1744,,KATIPUNAN - QUIRINO HIGHWAY,LTFRB_PUJ2317,,Don Mariano Marcos Ave Quirino Highway via Tsora,jaccard,0.7941176470588235,27,34,27
LTFRB_PUJ1306,,EDSA/Pioneer - Pateros via Pasig,LTFRB_PUJ1307,,EDSA/Pioneer - Pateros via Pasig,jaccard,0.7941176470588235,27,31,30
LTFRB_PUB1167,,Moonwalk - Plaza Lawton,LTFRB_PUB1168,,Moonwalk - Plaza Lawton,jaccard,0.7941176470588235,54,61,61
LTFRB_PUJ1440,,Marcos Ave. - Quirino Hi-way via T. Sora,LTFRB_PUJ1622,,UP Highway - Sangandaan,jaccard,0.7941176470588235,27,33,28
LTFRB_PUJ1441,,Marcos Ave. - Quirino Hi-way via T. Sora,LTFRB_PUJ1623,,UP Highway - Sangandaan,jaccard,0.7941176470588235,27,33,28
LTFRB_PUJ1015,,"Alabang - Baclaran via San Dionisio, Zapote",LTFRB_PUJ1083,,Baclaran - Moonwalk via Quirino,jaccard,0.7941176470588235,54,68,54
LTFRB_PUB1015,,Ayala Grotto (SJDM) via Leveriza,LTFRB_PUB1112,,Baclaran - Grotto via Commonwealth Ave,jaccard,0.79375,127,138,149
LTFRB_PUJ1430,,Malinta - Bocaue via McArthur Hi-way,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7936507936507936,50,50,63
LTFRB_PUJ1431,,Malinta - Bocaue via McArthur Hi-way,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7936507936507936,50,50,63
LTFRB_PUB1073,,Ayala Malanday via EDSA,LTFRB_PUB1121,,"Baclaran-Malanday via Edsa, McArthur",jaccard,0.7936507936507936,100,105,121
LTFRB_PUJ1430,,Malinta - Bocaue via McArthur Hi-way,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7936507936507936,50,50,63
LTFRB_PUJ1431,,Malinta - Bocaue via McArthur Hi-way,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7936507936507936,50,50,63
LTFRB_PUJ1428,,"Malanday - Pier South via Rizal Ave., P. Burgos",LTFRB_PUJ1429,,"Malanday - Pier South via Rizal Ave., P. Burgos",jaccard,0.7934782608695652,73,84,81
LTFRB_PUJ1636,,EDSA/Shaw Central - Morong,LTFRB_PUJ2436,,Tanay Pasig (Palengke),jaccard,0.7933884297520661,96,119,98
LTFRB_PUJ1394,,Lagro - Panay Ave. via Quezon Ave.,LTFRB_PUJ1397,,Lagro - Welcome Rotonda via Quezon Ave.,jaccard,0.7931034482758621,69,70,86
LTFRB_PUJ1428,,"Malanday - Pier South via Rizal Ave., P. Burgos",LTFRB_PUJ1615,,Malanday-Sta Cruz,jaccard,0.7931034482758621,69,84,72
LTFRB_PUJ1489,,Navotas - Recto via Heroes del 96,LTFRB_PUJ1882,,NAVOTAS - RECTO via DAGAT_DAGATAN C3_C4,jaccard,0.7931034482758621,46,58,46
LTFRB_PUJ1097,,Baclaran - Sucat/SSH via Quirino Ave.,LTFRB_PUJ2090,,BACLARAN - ALABANG via N AQUINO AVE,jaccard,0.7931034482758621,46,46,58
LTFRB_PUJ1225,,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.",LTFRB_PUJ2198,,CUBAO DIVISORIA,jaccard,0.7931034482758621,23,29,23
LTFRB_PUJ2528,,Malinta-Rizal Ave via Banal,LTFRB_PUJ2538,,Malinta Pier via Monumento,jaccard,0.7931034482758621,46,47,57
LTFRB_PUB1111,,Baclaran - Grotto via Commonwealth Ave,LTFRB_PUB1112,,Baclaran - Grotto via Commonwealth Ave,jaccard,0.7926829268292683,130,145,149
LTFRB_PUJ1734,,LAGRO-CUBAO,LTFRB_PUJ1735,,LAGRO-CUBAO,jaccard,0.7926829268292683,65,72,75
LTFRB_PUJ1594,,T.M. Kalaw - Balara via Katipunan,LTFRB_PUJ1682,,PHILCOA - RECTO,jaccard,0.7924528301886793,42,52,43
LTFRB_PUJ1759,,CUBAO-TM KALAW,LTFRB_PUJ1995,,CUBAO - REMEDIOS,jaccard,0.7924528301886793,42,45,50
LTFRB_PUJ1013,,Alabang - Baclaran via Ninoy Aquino,LTFRB_PUJ1097,,Baclaran - Sucat/SSH via Quirino Ave.,jaccard,0.7924528301886793,42,49,46
LTFRB_PUJ2113,,ANTIPOLO - CUBAO via IMELDA AVE,LTFRB_PUJ2114,,ANTIPOLO - CUBAO via IMELDA AVE,jaccard,0.7924528301886793,84,99,91
LTFRB_PUJ1542,,"Pier South - Proj. 7 via Espana, Roosevelt",LTFRB_PUJ2608,,Arroceros Proj 7 via Espana,jaccard,0.7924528301886793,42,52,43
LTFRB_PUJ1912,,MALINTA - MALOLOS,LTFRB_PUJ2533,,Malinta Hagonoy via MacArthur Highway,jaccard,0.7922077922077922,61,63,75
LTFRB_PUJ1913,,MALINTA - MALOLOS,LTFRB_PUJ2533,,Malinta Hagonoy via MacArthur Highway,jaccard,0.7922077922077922,61,63,75
LTFRB_PUJ1301,,EDSA/North Ave. - Tandang Sora/Mindanao Ave.,LTFRB_PUJ1624,,MRT - Quirino via C-5,jaccard,0.7916666666666666,19,19,24
LTFRB_PUJ1194,,Boni/Pinatubo - Stop & Shop,LTFRB_PUJ2310,,Boni Pinatubo StopnShop via Pinagtipunan,jaccard,0.7916666666666666,19,21,22
LTFRB_PUJ1195,,Boni/Pinatubo - Stop & Shop,LTFRB_PUJ2033,,BONI - STOP N SHOP,jaccard,0.7916666666666666,19,21,22
LTFRB_PUJ1194,,Boni/Pinatubo - Stop & Shop,LTFRB_PUJ2034,,BONI - STOP N SHOP,jaccard,0.7916666666666666,19,21,22
LTFRB_PUJ1031,,Alabang - Pasay RTDA. Via South Super Highway,LTFRB_PUJ1524,,Pasay Rotonda - Signal Village,jaccard,0.7916666666666666,19,23,20
LTFRB_PUJ1053,,Anonas/Aurora - Lagro via Don Mariano Marcos Ave.,LTFRB_PUJ2234,,Lagro V Luna Anonas,jaccard,0.7916666666666666,57,67,62
LTFRB_PUJ2157,,GUADALUPE IBABAW - AYALA,LTFRB_PUJ2280,,Ayala Guadalupe Ibabaw via JP Rizal,jaccard,0.7916666666666666,19,23,20
LTFRB_PUJ2099,,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,LTFRB_PUJ2256,,PROJ 2&3 KALAW via RODRIGUEZ,jaccard,0.7916666666666666,38,40,46
LTFRB_PUB1011,,Alabang Malanday,LTFRB_PUB1082,,Malanday Sucat via EDSA,jaccard,0.7913669064748201,110,124,125
LTFRB_PUJ1043,,Antipolo - Cubao via Marcos Highway,LTFRB_PUJ2113,,ANTIPOLO - CUBAO via IMELDA AVE,jaccard,0.7913043478260869,91,107,99
LTFRB_PUJ1474,,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",LTFRB_PUJ1792,,"MONUMENTO-TAFTAVE.,PASA ROTUNDA",jaccard,0.7910447761194029,53,56,64
LTFRB_PUJ2022,,CAINTA - ANGONO via BINANGONAN,LTFRB_PUJ2463,,Angono-Cainta Junction via Taytay,jaccard,0.7906976744186046,34,35,42
LTFRB_PUB1120,,"Baclaran-Malanday via Edsa, McArthur",LTFRB_PUB1169,,NAIA - Malanday via EDSA,jaccard,0.7906976744186046,102,119,112
LTFRB_PUJ2024,,CAINTA - ANGONO (ONE WAY ONLY),LTFRB_PUJ2463,,Angono-Cainta Junction via Taytay,jaccard,0.7906976744186046,34,35,42
LTFRB_PUJ1091,,"Baclaran - Retiro via L. Guinto, Quiapo",LTFRB_PUJ2047,,BLUMENTRITT - PASAY RTDA via QUIAPO,jaccard,0.7906976744186046,34,41,36
LTFRB_PUJ2088,,BACLARAN - ALABANG via SAN DIONISIO,LTFRB_PUJ2456,,Alabang Baclaran via Coastal,jaccard,0.7903225806451613,49,59,52
LTFRB_PUJ1494,,Novaliches TP - Gumaoc - Palmera Subd. (SJDM),LTFRB_PUJ2369,,Novaliches Palmera (SJDM),jaccard,0.7901234567901234,64,75,70
LTFRB_PUJ1239,,Dagat - Dagatan - del Pan via Rotonda,LTFRB_PUJ2616,,DagatDagatan Delpan via Divisoria,jaccard,0.7894736842105263,15,18,16
LTFRB_PUJ2345,,Malolos BBB (Val) via MacArthur Highway,LTFRB_PUJ2554,,Monumento Bocaue,jaccard,0.7894736842105263,75,89,81
LTFRB_PUJ1023,,Alabang - FTI via South Super Highway,LTFRB_PUJ1024,,Alabang - FTI via South Super Highway,jaccard,0.7894736842105263,30,30,38
LTFRB_PUJ1696,,NOVALICHES-BAGONG SILANG KANAN PH9,LTFRB_PUJ2069,,BAGONG SILANG - NOVALICHES,jaccard,0.7894736842105263,30,37,31
LTFRB_PUJ2532,,Malinta Hagonoy via MacArthur Highway,LTFRB_PUJ2559,,Monumento Malolos,jaccard,0.7894736842105263,75,75,95
LTFRB_PUJ1202,,"Calumpang - Cubao via 20th Ave., P. Tuazon",LTFRB_PUJ2006,,CUBAO - CALUMPANG via H ROXAS,jaccard,0.7894736842105263,30,35,33
LTFRB_PUJ1760,,CUBAO-STOPnSHOP,LTFRB_PUJ1887,,MURPHY 15TH AVE - STOP N SHOP,jaccard,0.7894736842105263,15,16,18
LTFRB_PUJ1474,,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",LTFRB_PUJ2235,,Libertad MCU via Mabini,jaccard,0.7894736842105263,45,56,46
LTFRB_PUJ1363,,"Guadalupe (ABC) - Brgy. Buting, East Rembo via Kalayaan Ave.",LTFRB_PUJ1750,,GUADALUPE-BUTING,jaccard,0.7894736842105263,15,16,18
LTFRB_PUJ2345,,Malolos BBB (Val) via MacArthur Highway,LTFRB_PUJ2553,,Monumento Bocaue,jaccard,0.7894736842105263,75,89,81
LTFRB_PUJ1480,,"Monumento - Vito C ruz via Rizal Ave., Mabini",LTFRB_PUJ1794,,MCU LIBERTADvi MABINIF HARRISON,jaccard,0.7894736842105263,45,47,55
LTFRB_PUJ1761,,CUBAO-STOPnSHOP,LTFRB_PUJ1886,,MURPHY 15TH AVE - STOP N SHOP,jaccard,0.7894736842105263,15,17,17
LTFRB_PUJ2533,,Malinta Hagonoy via MacArthur Highway,LTFRB_PUJ2559,,Monumento Malolos,jaccard,0.7894736842105263,75,75,95
LTFRB_PUJ2504,,Frisco-Sta Cruz,LTFRB_PUJ2569,,Munoz Market V Cruz Mabini via San Joaquin,jaccard,0.7894736842105263,45,54,48
LTFRB_PUJ1645,,Malinta - Malolos via McArthur Hi-way,LTFRB_PUJ2560,,Monumento Malolos,jaccard,0.7894736842105263,75,76,94
LTFRB_PUJ1024,,Alabang - FTI via South Super Highway,LTFRB_PUJ1834,,ALABANG - SIGNAL VILLAGE via SERVICE ROAD,jaccard,0.7894736842105263,30,38,30
LTFRB_PUJ1429,,"Malanday - Pier South via Rizal Ave., P. Burgos",LTFRB_PUJ1672,,PIER-MALANDAY,jaccard,0.7888888888888889,71,81,80
LTFRB_PUB1112,,Baclaran - Grotto via Commonwealth Ave,LTFRB_PUB1156,,"Grotto - Baclaran via Commonwealth Ave, Ayala",jaccard,0.7888198757763976,127,149,139
LTFRB_PUJ1863,,PROJ 2&3-VITO CRUZ MABINI,LTFRB_PUJ2142,,PROJ 2&3-VITO CRUZ MABINI,jaccard,0.7887323943661971,56,66,61
LTFRB_PUJ1349,,rancisco Homes - Novaliches (TP) via Quirino Hi-way,LTFRB_PUJ2370,,Novaliches Palmera (SJDM),jaccard,0.7887323943661971,56,66,61
LTFRB_PUJ1706,,MUNOZ-VITO CRUZvia MABINI,LTFRB_PUJ1754,,FRISCO-VITO CRUZvia MABINI,jaccard,0.7878787878787878,52,63,55
LTFRB_PUJ2289,,Bagong Silang Ever Gotesco via Zabarte,LTFRB_PUJ2321,,Ever Gotesco Camarin via Zapote,jaccard,0.7878787878787878,52,62,56
LTFRB_PUJ1463,,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",LTFRB_PUJ1896,,MCU - PASAY RTDA,jaccard,0.7878787878787878,52,55,63
LTFRB_PUB1029,,Baclaran Malabon (Letre) via EDSA,LTFRB_PUB1059,,Taguig City Navotas,jaccard,0.7876106194690266,89,96,106
LTFRB_PUB1088,,Monumento Sucat via EDSA,LTFRB_PUB1119,,Alabang - Navotas Terminal via EDSA,jaccard,0.7876106194690266,89,93,109
LTFRB_PUB1020,,Ayala Monumento via EDSA,LTFRB_PUB1087,,Monumento Philcite via Ayala EDSA,jaccard,0.7875,63,65,78
LTFRB_PUJ1399,,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",LTFRB_PUJ2262,,QUIRINO HIGHWAY ZABARTE PANAY AVENUE,jaccard,0.7875,63,80,63
LTFRB_PUJ1432,,Malinta - Meycauayan via McArthur,LTFRB_PUJ2537,,Malinta Meycauayan v F De Leon,jaccard,0.7872340425531915,37,37,47
LTFRB_PUJ1141,,Balintawak - Novaliches via Quirino Hi-way,LTFRB_PUJ2172,,Balintawak De la Costa,jaccard,0.7872340425531915,37,42,42
LTFRB_PUJ2367,,Novaliches Grotto (SJDM),LTFRB_PUJ2369,,Novaliches Palmera (SJDM),jaccard,0.7866666666666666,59,64,70
LTFRB_PUB1120,,"Baclaran-Malanday via Edsa, McArthur",LTFRB_PUB1170,,NAIA - Malanday via EDSA,jaccard,0.7862595419847328,103,119,115
LTFRB_PUB1003,,Alabang Fairview,LTFRB_PUB1102,,Alabang-SM Fairview via Lagro Commonwealth,jaccard,0.7862068965517242,114,129,130
LTFRB_PUB1029,,Baclaran Malabon (Letre) via EDSA,LTFRB_PUB1033,,Baclaran Monumento via EDSA,jaccard,0.7857142857142857,77,96,79
LTFRB_PUJ1937,,FAIRVIEW WET MARKET - PIER SOUTH via QUEZON AVE,LTFRB_PUJ1940,,FAIRVIEW - QUIAPO,jaccard,0.7857142857142857,77,94,81
LTFRB_PUJ1015,,"Alabang - Baclaran via San Dionisio, Zapote",LTFRB_PUJ1041,,Almanza ( Las Piñas ) - Baclaran,jaccard,0.7857142857142857,55,68,57
LTFRB_PUB1018,,Ayala Malabon via EDSA,LTFRB_PUB1060,,Taguig City Navotas,jaccard,0.7857142857142857,77,79,96
LTFRB_PUB1019,,Ayala Monumento via EDSA,LTFRB_PUB1045,,Leveriza Monumento,jaccard,0.7857142857142857,66,68,82
LTFRB_PUJ1192,,Boni (Robinson's Complex) - Kalentong/JRC,LTFRB_PUJ1193,,Boni (Robinson's Complex) - Kalentong/JRC,jaccard,0.7857142857142857,11,12,13
LTFRB_PUJ1047,,Antipolo - EDSA/Shaw Blvd.,LTFRB_PUJ1050,,Antipolo - JRC Ortigas/Shaw,jaccard,0.7857142857142857,66,71,79
LTFRB_PUJ1558,,"Proj. 7 - T.M. Kalaw via Roosevelt, Quezon Ave.",LTFRB_PUJ1607,,Proj 7 - Quiapo,jaccard,0.7857142857142857,44,53,47
LTFRB_PUJ2092,,AYALA LANDMARK - PUREGOLD,LTFRB_PUJ2094,,AYALA - ZAPOTE RD,jaccard,0.7857142857142857,11,14,11
LTFRB_PUB1059,,Taguig City Navotas,LTFRB_PUB1147,,FTI - Navotas Terminal via EDSA,jaccard,0.7851239669421488,95,106,110
LTFRB_PUB1017,,Ayala Malabon via EDSA,LTFRB_PUB1059,,Taguig City Navotas,jaccard,0.7850467289719626,84,85,106
LTFRB_PUJ2014,,CAMARIN - QMC PHILCOA,LTFRB_PUJ2015,,CAMARIN - QMC PHILCOA,jaccard,0.7848101265822784,62,67,74
LTFRB_PUJ1911,,MALINTA - STA MARIA,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7848101265822784,62,78,63
LTFRB_PUJ1912,,MALINTA - MALOLOS,LTFRB_PUJ2431,,Sta Maria Malinta via McArthur,jaccard,0.7848101265822784,62,63,78
LTFRB_PUJ1436,,Malinta - Sta. Maria via McArthur Hi-way,LTFRB_PUJ1913,,MALINTA - MALOLOS,jaccard,0.7848101265822784,62,78,63
LTFRB_PUJ1913,,MALINTA - MALOLOS,LTFRB_PUJ2431,,Sta Maria Malinta via McArthur,jaccard,0.7848101265822784,62,63,78
LTFRB_PUJ1911,,MALINTA - STA MARIA,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7848101265822784,62,78,63
LTFRB_PUJ1436,,Malinta - Sta. Maria via McArthur Hi-way,LTFRB_PUJ1912,,MALINTA - MALOLOS,jaccard,0.7848101265822784,62,78,63
LTFRB_PUJ1759,,CUBAO-TM KALAW,LTFRB_PUJ1994,,CUBAO - REMEDIOS,jaccard,0.7843137254901961,40,45,46
LTFRB_PUJ1399,,"Quirino Hi-way/Zabarte - Almar Subdivision -  Panay Ave. via Regalado, Que*",LTFRB_PUJ2120,,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,jaccard,0.7843137254901961,80,80,102
LTFRB_PUJ1817,,BALINTAWAK - GREENFIELDS,LTFRB_PUJ2172,,Balintawak De la Costa,jaccard,0.7843137254901961,40,49,42
LTFRB_PUJ2020,,CAINTA - CUBAO,LTFRB_PUJ2496,,Cainta Junction Cubao via Imelda Avenue,jaccard,0.7843137254901961,40,49,42
LTFRB_PUJ1606,,Proj 7 - Quiapo,LTFRB_PUJ2608,,Arroceros Proj 7 via Espana,jaccard,0.7843137254901961,40,48,43
LTFRB_PUJ1350,,Francisco Homes - Philcoa,LTFRB_PUJ1352,,Francisco Homes - Cubao,jaccard,0.784,98,109,114
LTFRB_PUJ1289,,Divisoria - Sta. Mesa via R. Magsaysay,LTFRB_PUJ1974,,DIVISORIA - CUBAO via YALE,jaccard,0.7837837837837838,29,33,33
LTFRB_PUJ1225,,"Cubao-Divisoria via Sta.Mesa,Aurora Blvd.",LTFRB_PUJ1288,,Divisoria - Sta. Mesa via R. Magsaysay,jaccard,0.7837837837837838,29,29,37
LTFRB_PUJ1480,,"Monumento - Vito C ruz via Rizal Ave., Mabini",LTFRB_PUJ1720,,"MCU-PASAY RTDA, MABINI",jaccard,0.7833333333333333,47,47,60
LTFRB_PUJ1447,,Marikina - Paenaan (Antipolo),LTFRB_PUJ1454,,Marikina - Pinugay (Philcomsat),jaccard,0.7833333333333333,47,55,52
LTFRB_PUB1118,,Baclaran-BgSilang via Edsa Commonwealth,LTFRB_PUB1132,,Baclaran - SM Fairview via Lagro C'wealth,jaccard,0.7832167832167832,112,138,117
LTFRB_PUJ1072,,"Baclaran - Blumentritt via L. Guinto, Quiapo",LTFRB_PUJ1174,,"Blumentritt - Pasay RTDA. via Quiapo, L. Guinto",jaccard,0.782608695652174,36,42,40
LTFRB_PUJ1482,,"Munoz - Remedios via Quiapo, L. Guinto",LTFRB_PUJ1483,,"Munoz - Remedios via Quiapo, L. Guinto",jaccard,0.782608695652174,54,63,60
LTFRB_PUJ1219,,Cogeo - Cubao via Marcos Hi-way,LTFRB_PUJ2000,,CUBAO - PADILLA,jaccard,0.782608695652174,54,58,65
LTFRB_PUJ1218,,Cogeo - Cubao via Marcos Hi-way,LTFRB_PUJ2000,,CUBAO - PADILLA,jaccard,0.782608695652174,54,58,65
LTFRB_PUJ1213,,Cartimar - EDSA/Buendia via Bel Air,LTFRB_PUJ2325,,Guadalupe Cartimar via Roxas Blvd,jaccard,0.782608695652174,18,22,19
LTFRB_PUJ1941,,FAIRVIEW - QUIAPO,LTFRB_PUJ2102,,ARROCEROS - FAIRVIEW MARKET,jaccard,0.7821782178217822,79,82,98
LTFRB_PUB1066,,Ayala Balintawak,LTFRB_PUB1087,,Monumento Philcite via Ayala EDSA,jaccard,0.782051282051282,61,61,78
LTFRB_PUJ1426,,"Malanday - Recto via F. Huertas, Oroquieta",LTFRB_PUJ1427,,"Malanday - Recto via F. Huertas, Oroquieta",jaccard,0.782051282051282,61,69,70
LTFRB_PUJ1140,,Balintawak - Novaliches via Quirino Hi-way,LTFRB_PUJ1818,,BALINTAWAK - GREENFIELDS,jaccard,0.7818181818181819,43,47,51
LTFRB_PUJ1150,,Bicutan (Taguig) - Pasig (TP) via Pateros,LTFRB_PUJ1689,,PASIG PALENGKE-BAGONG BAYAN BICUTAN,jaccard,0.7818181818181819,43,46,52
LTFRB_PUB1001,,Alabang (Starmall) Lagro,LTFRB_PUB1103,,Alabang-SM Fairview via Lagro Commonwealth,jaccard,0.7816901408450704,111,123,130
LTFRB_PUB1019,,Ayala Monumento via EDSA,LTFRB_PUB1027,,Ayala UE Caloocan via EDSA,jaccard,0.7816091954022989,68,68,87
LTFRB_PUJ2345,,Malolos BBB (Val) via MacArthur Highway,LTFRB_PUJ2346,,Malolos BBB (Val) via MacArthur Highway,jaccard,0.78125,75,89,82
LTFRB_PUJ1700,,NOVA-CAMARIN,LTFRB_PUJ2017,,CAMARIN - NOVALICHES BAYAN,jaccard,0.78125,25,30,27
LTFRB_PUJ1232,,Cubao - Recto via Espana,LTFRB_PUJ1233,,Cubao - Recto via Espana,jaccard,0.78125,25,30,27
LTFRB_PUJ1502,,"Novaliches - Tala via Camarin, Susano Rd.",LTFRB_PUJ2017,,CAMARIN - NOVALICHES BAYAN,jaccard,0.78125,25,30,27
LTFRB_PUJ1561,,Proj. 8 - T.M. Kalaw via Quezon Ave.,LTFRB_PUJ2097,,ARROCEROS - PROJ 8 via ESPANA,jaccard,0.7808219178082192,57,70,60
LTFRB_PUJ1235,,Cubao - Lagro via Kalayaan,LTFRB_PUJ1734,,LAGRO-CUBAO,jaccard,0.7804878048780488,64,74,72
LTFRB_PUJ2047,,BLUMENTRITT - PASAY RTDA via QUIAPO,LTFRB_PUJ2048,,BLUMENTRITT - PASAY RTDA via QUIAPO,jaccard,0.7804878048780488,32,36,37
LTFRB_PUB1011,,Alabang Malanday,LTFRB_PUB1031,,Baclaran Malanday via EDSA,jaccard,0.7803030303030303,103,124,111
LTFRB_PUB1111,,Baclaran - Grotto via Commonwealth Ave,LTFRB_PUB1113,,Baclaran - Minuyan via Commonwealth Ave,jaccard,0.7802197802197802,142,145,179
LTFRB_PUJ1693,,PASAYRTDA-SCATALABNGvFTISERVICERD,LTFRB_PUJ1786,,PASAY ROTUNDA - ALABANG (KANAN) via NICHOLS SERVICE RD,jaccard,0.78,39,40,49
LTFRB_PUJ1790,,MONUMNTO-LIBERTADvTAFTAVENUE,LTFRB_PUJ2341,,Libertad MCU viia Taft Ave,jaccard,0.7796610169491526,46,52,53
LTFRB_PUJ2077,,BACLARAN - MCU via MABINI,LTFRB_PUJ2235,,Libertad MCU via Mabini,jaccard,0.7796610169491526,46,59,46
LTFRB_PUJ1543,,"Pier South - Proj. 7 via Espana, Roosevelt",LTFRB_PUJ1607,,Proj 7 - Quiapo,jaccard,0.7796610169491526,46,58,47
LTFRB_PUJ2331,,Karuhatan Sta Cruz via Fuentes,LTFRB_PUJ2332,,Karuhatan Sta Cruz via Fuentes,jaccard,0.7796610169491526,46,51,54
LTFRB_PUJ1460,,"MCU - Pasay Rotonda via Rizal Ave., Mabini",LTFRB_PUJ1792,,"MONUMENTO-TAFTAVE.,PASA ROTUNDA",jaccard,0.7794117647058824,53,57,64
LTFRB_PUJ1474,,"Monumento - Pasay Rotonda via Rizal Ave., Mabini",LTFRB_PUJ1721,,"MCU-PASAY RTDA, MABINI",jaccard,0.7794117647058824,53,56,65
LTFRB_PUB1012,,Alabang Malanday,LTFRB_PUB1093,,"Alabang - Malanday via EDSA, McArthur",jaccard,0.7792207792207793,120,131,143
LTFRB_PUJ1737,,LAGRO-CITY HALL,LTFRB_PUJ1983,,CUBAO KALAYAAN - SM LAGRO,jaccard,0.7792207792207793,60,61,76
LTFRB_PUB1069,,Ayala Grotto via EDSA,LTFRB_PUB1158,,"Grotto - NAIA via EDSA, Fairview",jaccard,0.7792207792207793,120,130,144
LTFRB_PUJ2533,,Malinta Hagonoy via MacArthur Highway,LTFRB_PUJ2560,,Monumento Malolos,jaccard,0.7789473684210526,74,75,94
LTFRB_PUB1134,,"Baclaran - SM Fairview via Lagro, Ayala",LTFRB_PUB1195,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,jaccard,0.7786259541984732,102,126,107
LTFRB_PUJ1842,,STOP N SHOP - BACOOD,LTFRB_PUJ2286,,Bacood Quiapo (Barbosa) via R Magsaysay,jaccard,0.7777777777777778,7,8,8
LTFRB_PUJ1739,,LAGRO-ANONAS,LTFRB_PUJ2233,,Lagro V Luna Anonas,jaccard,0.7777777777777778,56,71,57
LTFRB_PUJ1558,,"Proj. 7 - T.M. Kalaw via Roosevelt, Quezon Ave.",LTFRB_PUJ2608,,Arroceros Proj 7 via Espana,jaccard,0.7777777777777778,42,53,43
LTFRB_PUJ1616,,Munoz - Luzon,LTFRB_PUJ1708,,MUNOZ-VISAYAS AVE,jaccard,0.7777777777777778,14,18,14
LTFRB_PUJ1300,,EDSA/North Ave. - Tandang Sora/Mindanao Ave.,LTFRB_PUJ1625,,MRT - Quirino via C-5,jaccard,0.7777777777777778,21,21,27
LTFRB_PUJ2008,,CRAME - SAN JUAN via PINAGLABANAN,LTFRB_PUJ2192,,Crame San Juan via N Domingo,jaccard,0.7777777777777778,7,7,9
LTFRB_PUJ1239,,Dagat - Dagatan - del Pan via Rotonda,LTFRB_PUJ2388,,Pier South via Road 10,jaccard,0.7777777777777778,14,18,14
